Sub-Category,Profit,Order_Date
Storage,4.2976,4/14/2016
Binders,1.8048,12/14/2015
Phones,134.3888,12-03-2014
Appliances,93.0552,11/25/2014
Furnishings,10.5072,11/25/2014
Paper,12.3096,11/25/2014
Copiers,191.9968,7/25/2016
Binders,7.9212,11-09-2015
Tables,215.1198,11-09-2015
Envelopes,12.3234,11-09-2015
Paper,8.4966,11-09-2015
Binders,-3.7996,2/24/2017
Labels,26.64,6/25/2017
Art,0.7348,6/25/2017
Fasteners,-2.1195,6/25/2017
Appliances,-766.012,12-02-2017
Furnishings,-3.7196,12-02-2017
Labels,7.2,02-06-2014
Phones,42.0186,02-06-2014
Phones,42.0355,02-06-2014
Accessories,21.9945,04-11-2017
Art,14.2324,04-11-2017
Storage,9.594,12/25/2017
Chairs,76.1125,12/25/2017
Binders,-17.046,04-11-2017
Art,11.5752,12/31/2014
Accessories,16.1602,12/31/2014
Bookcases,-36.6744,08-03-2017
Art,0.4752,11/15/2014
Appliances,29.1424,11/15/2014
Paper,7.78,11/15/2014
Accessories,35.9964,12-11-2015
Storage,4.6344,12-11-2015
Chairs,84.2352,9/18/2016
Paper,6.0168,9/18/2016
Storage,117.0104,9/18/2016
Binders,6.3684,3/19/2015
Labels,6.8714,3/19/2015
Supplies,8.6736,3/19/2015
Paper,19.6686,3/19/2015
Storage,481.869,9/19/2016
Paper,7.668,9/19/2016
Binders,23.7744,9/19/2016
Chairs,244.2496,9/19/2016
Binders,77.714,8/20/2017
Bookcases,39.7488,3/13/2015
Binders,11.5584,09-08-2016
Binders,23.4976,09-08-2016
Binders,6.9231,11/26/2015
Storage,25.176,11/26/2015
Binders,30.52,11/26/2015
Paper,5.1465,11/26/2015
Paper,3.2872,12-09-2016
Art,0.8162,12-09-2016
Binders,3.8822,9/25/2017
Chairs,51.2943,9/25/2017
Paper,13.9392,1/23/2015
Labels,6.8714,1/23/2015
Paper,4.3326,6/18/2015
Binders,-3.3264,6/18/2015
Binders,-6.104,6/18/2015
Furnishings,20.724,6/18/2015
Binders,20.1264,10-02-2015
Art,7.7728,11/18/2017
Paper,5.4432,8/17/2014
Appliances,45.5392,7/17/2016
Phones,280.59,7/17/2016
Paper,26.6304,7/17/2016
Furnishings,36.225,07-11-2015
Binders,-2.0016,07-11-2015
Binders,-4.752,07-11-2015
Chairs,-73.176,07-11-2015
Art,0.834,07-11-2015
Furnishings,3.4848,07-11-2015
Furnishings,5.193,12-01-2016
Accessories,63.984,12/22/2017
Chairs,412.5394,12/22/2017
Accessories,30.5964,12/22/2017
Tables,70.006,12/22/2017
Fasteners,5.2164,10/31/2014
Storage,20.878,10/31/2014
Binders,5.3892,10/31/2014
Paper,30.4278,10/31/2014
Binders,6.03,10/31/2014
Storage,12.1692,10/31/2014
Chairs,-9.147,10/31/2014
Accessories,47.8629,10/31/2014
Art,3.717,10/31/2014
Accessories,69.986,4/13/2015
Tables,-97.7394,4/13/2015
Binders,-1.294,7/21/2016
Chairs,-46.137,11/20/2017
Binders,2.5592,11/26/2016
Accessories,13.7931,11-07-2017
Phones,66.6351,11-07-2017
Furnishings,28.518,12-01-2014
Paper,19.95,09-12-2017
Appliances,26.3494,09-12-2017
Paper,45.528,09-12-2017
Paper,37.1812,12/24/2015
Phones,11.1984,12/24/2015
Furnishings,1.7352,12/24/2015
Paper,16.848,2/23/2017
Labels,8.88,11/23/2014
Labels,56.1752,6/23/2016
Labels,8.6715,6/23/2016
Storage,38.988,6/23/2016
Paper,68.9631,6/23/2016
Fasteners,1.4652,6/23/2016
Labels,2.6496,10/26/2015
Binders,13.0095,7/15/2017
Tables,-48.7839,7/15/2017
Chairs,81.583,11/17/2014
Supplies,0.3864,4/13/2015
Art,1.476,11/25/2015
Binders,240.5648,5/15/2016
Art,25.7488,5/15/2016
Art,2.1684,5/15/2016
Storage,2.355,09-07-2017
Accessories,80.4839,09-07-2017
Storage,-15.9102,03-10-2014
Art,9.3564,03-10-2014
Chairs,-25.9136,7/18/2014
Paper,106.5216,3/24/2017
Accessories,11.7,3/24/2017
Paper,5.4432,9/30/2014
Binders,-1.4016,9/26/2014
Paper,9.3906,10/31/2015
Binders,124.485,10/31/2015
Art,1.26,10/31/2015
Fasteners,8.027,10/31/2015
Chairs,20.196,10/31/2015
Supplies,8.019,10/31/2015
Phones,145.782,10/31/2015
Storage,12.6468,10/31/2015
Bookcases,20.0392,10/31/2015
Tables,-13.978,10-12-2015
Paper,73.5448,9/19/2016
Paper,2.376,4/13/2017
Binders,302.373,4/13/2017
Binders,-1.9656,01-07-2017
Chairs,-2.6997,11-09-2017
Bookcases,41.1332,9/22/2017
Labels,13.3056,9/22/2017
Envelopes,35.3295,12-01-2017
Phones,9.4437,12-01-2017
Accessories,1.0797,6/23/2014
Furnishings,6.4944,10-04-2015
Paper,7.2576,10-04-2015
Appliances,9.3184,5/20/2014
Art,11.9412,5/20/2014
Furnishings,60.1398,5/20/2014
Paper,9.039,11/20/2015
Binders,-122.3928,11/30/2015
Fasteners,-2.3814,11/30/2015
Phones,15.82,11/30/2015
Furnishings,-11.439,12/31/2015
Binders,-5.8496,12/31/2015
Paper,73.41,11/16/2017
Binders,50.4711,06-06-2014
Supplies,4.4564,06-06-2014
Tables,-347.1174,06-06-2014
Paper,9.906,09-01-2016
Phones,-4.7976,09-01-2016
Fasteners,5.4236,09-01-2016
Chairs,-18.0882,6/25/2016
Binders,-27.9312,6/25/2016
Storage,-50.8704,6/25/2016
Furnishings,4.331,12-12-2014
Phones,22.087,3/31/2017
Chairs,-53.2704,11/19/2017
Accessories,43.5981,11/24/2014
Paper,7.0218,11/22/2015
Binders,5.133,7/14/2016
Furnishings,-10.1736,4/30/2016
Fasteners,10.74,7/25/2016
Storage,0.0,6/22/2014
Storage,9.7164,6/22/2014
Art,2.0088,10/21/2017
Binders,-14.9736,09-03-2016
Furnishings,29.769,5/14/2016
Art,10.0282,01-07-2016
Paper,150.984,3/13/2017
Accessories,23.997,10/13/2016
Paper,3.0044,10/13/2016
Furnishings,-150.414,10/13/2016
Art,1.1904,10/13/2016
Binders,-11.0005,10/13/2016
Art,1.752,1/27/2017
Accessories,-8.997,1/27/2017
Phones,-26.9955,1/27/2017
Chairs,-8.7232,11/19/2017
Binders,6.9132,08-01-2014
Binders,-13.896,7/30/2016
Storage,6.1792,7/30/2015
Paper,21.0128,10/15/2016
Paper,28.8576,10/15/2016
Binders,13.0375,10/15/2016
Paper,32.936,10/15/2016
Binders,30.8966,05-07-2016
Labels,22.2,05-07-2016
Chairs,59.0352,05-07-2016
Machines,1159.9855,05-07-2016
Accessories,21.9945,05-07-2016
Furnishings,28.0192,05-07-2016
Binders,18.5274,08-01-2017
Accessories,7.25,7/14/2016
Envelopes,35.04,08-10-2017
Furnishings,25.473,08-10-2017
Phones,378.1674,08-10-2017
Appliances,17.0268,6/25/2016
Binders,51.8238,12-10-2016
Appliances,22.869,12-10-2016
Paper,55.764,12-10-2016
Appliances,12.285,12-10-2016
Accessories,8.5025,12-10-2016
Art,0.4116,12-01-2016
Art,3.9609,11/28/2014
Paper,5.4432,3/28/2015
Paper,1.7004,3/28/2015
Furnishings,9.102,06-01-2014
Phones,229.3018,06-01-2014
Binders,2.1336,09-06-2015
Furnishings,74.8098,09-06-2015
Furnishings,1.7591,6/29/2015
Art,8.445,09-10-2016
Binders,-46.3946,7/14/2014
Phones,3.8272,7/14/2014
Art,7.5992,8/22/2015
Phones,233.2204,11/14/2014
Binders,21.024,11/14/2014
Appliances,29.7408,11/27/2016
Furnishings,11.2422,11/21/2017
Binders,0.504,10-01-2017
Binders,20.8494,10-01-2017
Appliances,60.49,10-01-2017
Chairs,9.5032,10-01-2017
Art,0.9856,9/20/2014
Binders,3.6192,7/28/2017
Storage,4.1944,7/28/2017
Phones,100.24,7/28/2017
Phones,-89.089,12-06-2015
Art,4.672,12-06-2015
Chairs,-24.2352,12-06-2015
Paper,17.8152,7/31/2017
Bookcases,-98.8018,3/19/2016
Fasteners,0.4706,7/29/2017
Phones,15.599,7/29/2017
Tables,-115.7058,10-01-2016
Binders,252.588,3/31/2014
Appliances,14.8344,3/31/2014
Furnishings,31.587,6/26/2017
Storage,14.3075,07-09-2017
Phones,35.9964,12/14/2015
Accessories,67.6599,12-05-2017
Storage,11.4516,9/15/2015
Art,8.2688,9/15/2015
Supplies,12.432,7/15/2016
Furnishings,-52.17,4/20/2017
Binders,381.297,11/15/2016
Binders,13.3476,11/15/2016
Phones,-115.4958,11/26/2016
Storage,15.2712,11/21/2017
Art,1.4456,11/21/2017
Fasteners,3.5178,11/21/2017
Appliances,2.2412,11/21/2017
Phones,49.4982,11/21/2017
Paper,6.4128,2/15/2015
Binders,13.0375,2/15/2015
Binders,4.176,2/15/2015
Appliances,157.0176,2/15/2015
Paper,9.3312,2/15/2015
Paper,68.976,4/15/2016
Appliances,14.2758,9/28/2015
Appliances,15.246,9/28/2015
Phones,131.355,9/17/2016
Furnishings,33.9388,9/17/2016
Chairs,90.972,6/16/2017
Paper,8.7138,6/16/2017
Fasteners,2.4,11-08-2015
Accessories,66.9546,11-08-2015
Accessories,24.936,12/18/2015
Bookcases,79.1934,02-06-2017
Accessories,114.9954,11/14/2016
Paper,2.376,11/14/2016
Binders,3.8822,11/14/2016
Paper,2.6892,10-12-2017
Paper,6.3504,9/17/2017
Paper,3.1104,12/20/2017
Binders,2.3571,12/20/2017
Art,4.1965,12-02-2017
Storage,47.9376,9/21/2015
Furnishings,95.7572,03-06-2015
Copiers,377.9946,03-06-2015
Tables,3.5858,10-03-2014
Chairs,13.7646,10-03-2014
Storage,0.0,6/27/2014
Tables,22.3548,6/27/2014
Accessories,53.7504,6/27/2014
Chairs,-6.098,10/30/2017
Chairs,-23.0352,10/30/2017
Bookcases,37.9962,10/30/2017
Paper,22.1536,09-03-2016
Phones,6.6976,03-05-2015
Appliances,16.3863,03-05-2015
Paper,5.2026,05-05-2016
Appliances,12.264,11/17/2017
Appliances,1.311,06-01-2017
Art,4.756,06-10-2017
Tables,80.3682,01-08-2017
Phones,77.7519,4/20/2015
Furnishings,297.69,4/20/2015
Paper,6.2208,4/20/2015
Phones,1.3365,11-01-2015
Furnishings,38.2095,12/23/2017
Paper,6.2192,11-01-2015
Furnishings,106.477,11-01-2015
Phones,1.2885,11-01-2015
Accessories,601.9699,11-01-2015
Phones,125.99,11-01-2015
Binders,6.36,11/14/2014
Binders,5.6448,11/14/2014
Accessories,31.6,1/17/2016
Chairs,188.2192,9/17/2017
Paper,49.9704,9/17/2017
Bookcases,-14.1372,12/23/2016
Paper,9.8658,08-06-2015
Accessories,171.93,11-05-2017
Chairs,35.099,06-11-2017
Storage,7.7004,06-11-2017
Art,6.603,06-11-2017
Art,1.984,06-11-2017
Storage,-48.5082,06-11-2017
Labels,6.8714,7/20/2017
Appliances,112.4064,7/20/2017
Binders,20.21,7/20/2017
Chairs,27.441,7/20/2017
Binders,30.415,7/20/2017
Accessories,132.5898,7/20/2017
Appliances,56.3528,12/23/2015
Accessories,63.8232,3/20/2017
Binders,44.5278,12/31/2015
Binders,27.8944,12/31/2015
Binders,38.15,12/31/2015
Binders,167.808,12/31/2015
Binders,29.952,9/15/2015
Bookcases,1.1596,9/15/2015
Paper,6.2208,9/15/2015
Envelopes,5.2026,9/23/2017
Furnishings,-68.392,12/25/2015
Storage,2.9372,9/24/2016
Paper,20.85,9/24/2016
Paper,133.152,3/21/2017
Paper,2.8322,3/21/2017
Appliances,11.2476,9/30/2014
Envelopes,5.1042,12-10-2017
Appliances,123.7691,12-10-2017
Paper,12.4416,8/23/2014
Paper,22.5008,8/23/2014
Art,1.742,8/19/2014
Art,10.465,11-10-2016
Furnishings,23.384,12/31/2014
Accessories,27.3528,12/31/2014
Storage,-29.3436,7/26/2014
Appliances,137.2896,2/22/2016
Paper,24.528,3/13/2016
Binders,-2.1624,3/13/2016
Tables,0.0,3/13/2016
Binders,3.1584,12-02-2017
Binders,22.5732,12-02-2017
Paper,5.3214,12-02-2017
Appliances,22.2516,12-02-2017
Art,5.04,12-02-2017
Bookcases,200.9546,8/31/2015
Binders,46.3185,8/31/2015
Accessories,15.6993,8/31/2015
Machines,80.9919,8/31/2015
Tables,-447.5947,3/17/2014
Tables,-553.6476,3/17/2014
Tables,-122.7816,3/17/2014
Paper,16.3842,3/17/2014
Paper,75.9696,3/17/2014
Binders,-10.054,4/16/2017
Furnishings,40.9216,3/13/2016
Appliances,44.8896,3/13/2016
Binders,20.7,3/13/2016
Chairs,-18.1068,11/24/2014
Paper,11.3288,02-10-2017
Furnishings,-26.6352,9/23/2016
Art,0.307,9/23/2016
Accessories,93.24,07-07-2017
Furnishings,-27.1296,07-07-2016
Fasteners,0.8225,07-07-2016
Paper,7.6986,07-07-2016
Chairs,-14.4784,07-07-2016
Fasteners,0.1134,1/24/2017
Binders,-58.8616,8/19/2014
Supplies,1.148,8/19/2014
Paper,15.065,12-06-2015
Fasteners,1.7138,05-06-2016
Paper,15.49,05-06-2016
Furnishings,11.6263,05-06-2016
Appliances,45.7704,3/25/2017
Art,4.4856,3/25/2017
Binders,62.748,3/25/2017
Phones,15.8376,3/25/2017
Copiers,59.998,3/25/2017
Fasteners,3.6156,12-12-2015
Binders,8.8624,12-12-2015
Paper,3.1104,12-06-2015
Paper,20.5114,12-06-2015
Accessories,97.1946,12-06-2015
Furnishings,42.1504,12-06-2015
Art,10.3168,3/17/2016
Accessories,2.256,11/14/2015
Accessories,23.96,11/14/2015
Paper,16.65,11/14/2015
Labels,2.8224,8/14/2017
Art,4.3368,8/14/2017
Storage,12.5762,09-09-2017
Storage,14.677,09-09-2017
Storage,23.55,04-01-2017
Envelopes,13.348,04-01-2017
Bookcases,-225.0976,9/27/2016
Accessories,200.8638,10-07-2017
Phones,-28.9674,10-07-2017
Phones,26.973,10-07-2017
Art,7.986,1/20/2017
Phones,130.4913,1/20/2017
Furnishings,76.2624,3/23/2017
Fasteners,1.917,08-01-2014
Binders,2.632,06-07-2015
Paper,5.8604,11-12-2014
Tables,31.4532,11-12-2014
Chairs,60.356,12/29/2016
Bookcases,60.392,07-06-2015
Accessories,95.2,10-12-2017
Binders,29.952,10-12-2017
Machines,179.73,5/21/2016
Storage,3.178,11-09-2017
Accessories,43.9956,11-09-2017
Storage,-48.9549,4/18/2016
Paper,3.2616,4/18/2016
Accessories,41.7186,12/25/2017
Binders,-10.4184,12/25/2017
Tables,-104.673,12/25/2017
Fasteners,12.7764,12/25/2017
Binders,-2.1504,06-11-2016
Binders,-13.6488,06-11-2016
Furnishings,-9.0944,06-11-2016
Labels,27.4856,5/13/2017
Furnishings,3.034,12/28/2017
Chairs,65.2064,3/25/2014
Phones,4.0776,5/28/2017
Envelopes,16.98,11/14/2015
Appliances,322.1829,11/14/2015
Furnishings,114.6285,07-03-2017
Tables,-99.2664,11/18/2014
Paper,12.5328,11/18/2014
Furnishings,2.1736,7/17/2017
Phones,86.25,5/22/2016
Tables,-19.9184,5/22/2016
Appliances,172.3384,5/22/2016
Accessories,30.432,5/22/2016
Envelopes,12.9024,5/22/2016
Phones,74.8142,5/22/2016
Envelopes,8.2156,9/25/2015
Chairs,-14.081,10/31/2016
Storage,5.3898,9/14/2015
Binders,9.828,11-05-2016
Labels,9.0,3/17/2017
Phones,31.122,3/17/2017
Binders,3.0861,3/17/2017
Accessories,18.2592,3/17/2017
Accessories,13.604,3/17/2017
Storage,27.9344,3/17/2017
Labels,3.4357,3/17/2017
Art,22.458,3/17/2017
Storage,12.0978,3/17/2017
Appliances,25.4384,8/15/2017
Paper,13.4865,07-11-2015
Binders,34.4232,07-11-2015
Binders,29.372,12-03-2017
Binders,5.1184,12-03-2017
Phones,36.9873,12-03-2017
Labels,1.512,12-03-2017
Paper,4.0995,05-04-2017
Storage,165.7176,05-04-2017
Paper,15.552,05-04-2017
Storage,4.5657,05-04-2017
Furnishings,4.2816,1/22/2016
Bookcases,-67.6704,1/22/2016
Appliances,6.4864,1/22/2016
Chairs,-29.9178,11-03-2016
Accessories,29.0325,11-03-2016
Labels,41.2237,11-03-2016
Appliances,429.5772,11-03-2016
Tables,-99.1764,09-04-2017
Art,1.4742,9/13/2014
Supplies,0.8388,6/19/2017
Storage,-32.6366,6/19/2017
Storage,0.0,12/24/2017
Phones,11.4296,8/28/2017
Tables,250.305,8/28/2017
Binders,32.396,8/28/2017
Art,1.4456,8/28/2017
Storage,22.2352,01-02-2015
Art,2.6568,01-02-2015
Paper,9.6192,01-02-2015
Phones,303.3408,10-09-2015
Paper,10.764,10-09-2015
Paper,41.5104,12/13/2014
Phones,1228.1787,11/19/2014
Tables,-34.392,09-10-2016
Phones,53.997,09-10-2016
Chairs,32.392,6/16/2014
Storage,18.6093,9/26/2015
Envelopes,58.4962,9/26/2015
Binders,3.3544,5/19/2016
Envelopes,12.6927,6/22/2017
Paper,4.4312,6/17/2017
Binders,-3.5712,6/17/2017
Binders,-16.38,6/17/2017
Labels,3.4686,11/14/2016
Storage,15.0416,7/25/2014
Supplies,327.506,7/25/2014
Furnishings,34.2848,7/25/2014
Appliances,-85.2384,07-02-2015
Phones,14.7582,03-02-2017
Accessories,52.7934,03-02-2017
Storage,55.896,11/18/2016
Accessories,41.535,4/18/2015
Binders,-33.484,12-02-2017
Accessories,1.1996,11-11-2016
Chairs,-2.0568,11-11-2016
Storage,19.824,09-05-2014
Envelopes,204.0714,11/15/2014
Furnishings,12.993,05-02-2017
Labels,9.8784,10/15/2016
Labels,14.4354,10/15/2016
Appliances,251.8911,10/15/2016
Paper,6.2208,10/15/2016
Phones,1.375,10/15/2016
Binders,55.936,10/15/2016
Art,5.256,04-06-2015
Accessories,4.4604,04-06-2015
Binders,-12.075,04-06-2015
Binders,-16.884,04-06-2015
Paper,2.8884,04-06-2015
Paper,3.6288,10/24/2014
Paper,52.532,8/17/2014
Binders,8.2616,8/17/2014
Fasteners,4.5612,8/17/2014
Accessories,122.3856,8/17/2014
Storage,-337.806,8/15/2017
Accessories,18.0648,09-06-2015
Chairs,-54.5958,1/27/2015
Phones,-100.7944,1/27/2015
Phones,-36.253,1/27/2015
Chairs,-219.1644,7/16/2015
Chairs,78.7671,7/16/2015
Furnishings,22.3776,4/30/2016
Appliances,14.3952,9/26/2014
Bookcases,13.9152,09-08-2016
Labels,6.9372,09-08-2016
Storage,2.0592,4/16/2017
Bookcases,-6.049,4/16/2017
Art,0.2592,8/16/2015
Phones,211.4955,8/16/2015
Paper,105.6456,8/16/2015
Labels,1.764,8/16/2015
Furnishings,213.6888,11/19/2017
Binders,10.7604,11/19/2017
Paper,12.4416,9/14/2016
Phones,70.5544,8/15/2016
Accessories,12.0,9/26/2015
Furnishings,-32.32,10-08-2016
Appliances,0.5244,3/24/2015
Bookcases,140.686,5/31/2015
Labels,7.56,5/31/2015
Storage,61.389,5/31/2015
Labels,3.3408,12/25/2015
Paper,3.6288,12/25/2015
Accessories,2.7036,3/17/2015
Storage,9.1314,3/17/2015
Accessories,27.69,12/21/2017
Binders,7.85,11-01-2017
Tables,239.9058,11-01-2017
Storage,133.8624,09-07-2017
Phones,-35.6174,12/27/2017
Art,3.6432,12/27/2017
Art,0.91,7/16/2017
Accessories,52.4979,08-12-2016
Furnishings,31.587,07-09-2017
Envelopes,7.9527,11/22/2014
Binders,156.751,11/22/2014
Envelopes,5.3392,11/22/2014
Appliances,290.3016,11/22/2014
Furnishings,30.7818,1/26/2014
Storage,0.0,1/26/2014
Paper,9.3312,1/26/2014
Paper,8.34,1/26/2014
Phones,0.0,1/26/2014
Furnishings,4.4712,1/26/2014
Phones,52.6344,1/26/2014
Envelopes,2.1476,11-03-2015
Storage,67.1139,6/30/2017
Furnishings,9.7812,6/30/2017
Storage,1.0166,05-05-2016
Phones,21.5397,05-05-2016
Furnishings,-7.7748,09-08-2016
Tables,-300.735,09-08-2016
Phones,39.55,11/24/2017
Binders,157.3632,11/24/2017
Envelopes,81.432,5/13/2017
Binders,411.7365,5/13/2017
Phones,158.7519,5/13/2017
Storage,95.4612,5/13/2017
Paper,7.3206,5/13/2017
Appliances,35.3626,4/23/2017
Supplies,36.813,4/23/2017
Paper,7.0218,06-04-2016
Machines,364.4595,06-04-2016
Bookcases,5.1294,06-04-2016
Furnishings,20.7808,06-04-2016
Binders,-0.8558,12/16/2014
Art,4.9271,03-04-2016
Accessories,0.0,11/25/2014
Labels,0.882,11/25/2014
Tables,-121.8735,11/25/2014
Labels,1.9926,11/25/2014
Paper,5.1012,11/25/2014
Furnishings,-3.9624,11/25/2014
Chairs,2.598,4/28/2016
Chairs,23.028,4/26/2014
Binders,5.715,4/26/2014
Labels,2.7166,04-01-2017
Binders,38.025,04-01-2017
Art,1.0842,12/22/2017
Phones,6.704,12/22/2017
Storage,10.4496,12/22/2017
Labels,8.6715,12/22/2017
Paper,12.4416,12-03-2014
Copiers,3919.9888,10/22/2017
Phones,647.892,10/22/2017
Envelopes,28.755,10/22/2017
Phones,0.5299,10/22/2017
Accessories,9.1296,11/13/2017
Machines,-935.9595,11/13/2017
Binders,-7.48,11/13/2017
Paper,7.0218,09-10-2015
Furnishings,17.1828,5/15/2017
Chairs,4.2624,5/15/2017
Chairs,24.858,5/15/2017
Furnishings,0.7392,07-05-2015
Binders,-5.784,07-05-2015
Storage,61.389,8/15/2015
Paper,9.3296,06-12-2017
Binders,4.2666,06-12-2017
Art,16.6764,06-12-2017
Chairs,143.04,06-12-2017
Accessories,2.999,2/20/2015
Paper,67.4424,12/29/2016
Phones,4.1391,4/17/2016
Furnishings,6.2856,4/17/2016
Furnishings,23.6529,09-07-2014
Binders,20.1207,09-07-2014
Paper,6.2208,09-07-2014
Furnishings,213.6888,09-07-2014
Phones,28.3095,09-07-2014
Bookcases,19.998,9/26/2016
Binders,3.5022,9/17/2017
Binders,4.2717,9/17/2017
Paper,80.7912,9/17/2017
Bookcases,77.5764,9/17/2017
Binders,8.9544,9/17/2017
Storage,65.435,9/17/2017
Labels,7.056,9/17/2017
Envelopes,5.1042,8/16/2016
Chairs,99.432,12/24/2015
Phones,494.9725,11/28/2017
Envelopes,35.982,11/28/2017
Binders,4.2048,4/14/2017
Labels,1.2948,05-01-2016
Tables,-142.071,05-01-2016
Binders,-2.0108,05-01-2016
Accessories,20.8719,10-01-2016
Paper,9.5688,10-01-2016
Chairs,4.5882,8/25/2015
Appliances,29.6688,8/25/2015
Paper,79.8912,09-09-2014
Chairs,212.1876,09-09-2014
Paper,12.838,09-09-2014
Storage,238.653,09-09-2014
Paper,79.8912,12-03-2017
Art,0.7665,11/27/2017
Appliances,4.3584,11/27/2017
Binders,-8.1312,6/21/2014
Binders,-16.776,6/21/2014
Binders,7.056,1/21/2017
Accessories,111.591,1/21/2017
Binders,42.0744,1/21/2017
Machines,152.0883,1/21/2017
Phones,49.497,1/21/2017
Binders,101.5794,6/29/2017
Envelopes,29.985,09-06-2016
Binders,-2.4564,09-06-2016
Binders,-6.567,08-04-2016
Paper,7.065,11-12-2015
Art,1.64,6/30/2014
Binders,-4.455,12-04-2017
Paper,5.6115,8/28/2016
Phones,8.1432,8/28/2016
Furnishings,37.366,1/22/2016
Furnishings,4.0383,10/15/2014
Paper,10.6232,02-07-2016
Machines,-16.426,3/18/2014
Machines,-1811.0784,3/18/2014
Paper,7.4816,3/18/2014
Art,1.002,3/18/2014
Furnishings,8.0766,3/18/2014
Fasteners,5.9175,3/18/2014
Furnishings,15.294,3/18/2014
Paper,56.9772,5/24/2014
Accessories,17.238,07-11-2017
Supplies,4.3368,6/16/2017
Paper,9.3312,6/16/2017
Paper,92.2368,6/16/2017
Furnishings,81.8496,1/30/2015
Machines,215.9973,1/30/2015
Binders,-8.9796,12-11-2015
Furnishings,9.1776,10-09-2017
Art,22.2444,7/29/2017
Phones,37.797,4/25/2014
Art,5.56,12-01-2015
Phones,62.3904,12-04-2014
Accessories,15.1158,8/26/2017
Phones,109.6113,09-07-2014
Storage,33.5772,12/21/2017
Furnishings,-14.3856,12-06-2014
Fasteners,2.7222,11-04-2014
Appliances,5.096,11-04-2014
Storage,12.18,4/14/2016
Labels,6.7915,10-04-2014
Binders,31.0856,10-04-2014
Phones,-71.994,11-07-2017
Tables,-140.1408,11-07-2017
Binders,-1.3128,12/22/2017
Phones,94.4937,12/22/2017
Art,1.7901,2/13/2017
Accessories,343.9828,2/13/2017
Furnishings,21.506,2/13/2017
Phones,19.9746,07-02-2014
Art,2.1762,07-02-2014
Paper,23.0864,2/21/2015
Phones,94.4925,11/13/2015
Paper,19.8716,11/13/2015
Bookcases,56.9943,11/13/2015
Phones,43.1904,11/13/2015
Supplies,9.5448,4/16/2017
Accessories,1.5588,4/16/2017
Envelopes,17.52,2/25/2016
Furnishings,13.4292,11-04-2014
Furnishings,100.4796,6/20/2015
Phones,47.241,6/20/2015
Accessories,21.9978,08-07-2017
Tables,-130.0104,05-12-2014
Accessories,-1.3584,11/22/2015
Binders,-6.0324,12-04-2015
Chairs,73.194,06-08-2014
Storage,110.0528,08-08-2014
Chairs,22.5296,5/26/2014
Art,2.224,4/17/2015
Accessories,129.348,4/17/2015
Phones,68.5965,4/17/2015
Appliances,419.8185,4/17/2015
Paper,5.8604,4/17/2015
Accessories,71.991,06-11-2016
Furnishings,31.5372,03-11-2016
Storage,125.1432,03-11-2016
Paper,23.232,5/26/2014
Accessories,0.4356,10-12-2017
Binders,36.917,10-12-2017
Binders,-7.5768,6/22/2017
Binders,-23.8855,6/22/2017
Storage,0.6696,6/22/2017
Appliances,3.8682,1/15/2017
Appliances,312.676,1/15/2017
Appliances,-80.48,04-02-2015
Accessories,-0.6265,04-02-2015
Accessories,1.7991,04-02-2015
Storage,14.17,09-03-2016
Furnishings,5.7312,12-10-2017
Binders,24.2256,11/22/2016
Paper,3.6288,11-11-2017
Storage,1.5444,10/21/2016
Appliances,4.5738,12/21/2015
Bookcases,-13.7976,7/17/2015
Furnishings,6.216,4/30/2017
Accessories,0.7425,4/30/2017
Labels,29.6,05-06-2017
Art,9.68,11/20/2017
Phones,74.8142,11-11-2016
Phones,-15.992,11-05-2016
Phones,-15.5844,10-09-2016
Chairs,0.0,9/21/2015
Fasteners,2.528,9/21/2015
Furnishings,-24.803,12-02-2014
Art,1.4406,12-02-2014
Furnishings,-23.976,12-02-2014
Appliances,7.5284,9/21/2014
Appliances,10.881,9/21/2014
Paper,3.1104,9/21/2014
Phones,94.0702,04-12-2014
Phones,38.3572,04-12-2014
Binders,6.5569,04-12-2014
Bookcases,-18.147,04-12-2014
Art,4.1416,10/20/2017
Paper,18.7812,10/20/2017
Binders,70.008,10/20/2017
Phones,78.396,10/25/2016
Art,1.773,11-01-2015
Furnishings,17.3754,11-03-2017
Paper,5.778,05-12-2015
Paper,11.556,05-12-2015
Chairs,-2.0364,09-07-2015
Fasteners,0.471,7/25/2015
Paper,6.2208,7/25/2015
Bookcases,56.392,7/25/2015
Chairs,28.0784,7/25/2015
Paper,84.5154,11/16/2015
Furnishings,76.0878,11/16/2015
Tables,36.3987,11/16/2015
Accessories,229.9908,11/16/2015
Tables,111.1035,11/16/2015
Binders,51.57,09-01-2015
Chairs,15.185,09-01-2015
Furnishings,27.3592,09-01-2015
Storage,315.7404,09-01-2015
Binders,2.352,05-05-2016
Tables,7.4694,05-05-2016
Phones,22.6782,12/31/2016
Art,0.558,9/18/2017
Storage,-2.974,9/18/2017
Paper,10.56,9/25/2014
Bookcases,-97.2312,9/25/2014
Binders,-4.3584,9/25/2014
Envelopes,1.1016,9/25/2014
Paper,37.9176,4/23/2016
Storage,6.291,4/23/2016
Paper,29.364,4/23/2016
Storage,-94.333,11-01-2014
Phones,54.5916,11-01-2014
Art,4.1769,1/26/2017
Binders,3.4368,1/26/2017
Appliances,2.8314,11-11-2017
Paper,9.3312,11-11-2017
