Row ID,Order ID,Order Date,Customer ID,Region,Product ID,Category,Product Name,Sales,Quantity,Discount,Profit
175,CA-2017-136826,23-07-2024,CB-12535,South,OFF-AR-10003602,Office Supplies,"Quartet Omega Colored Chalk, 12/Pack",14.016,3,0.2,4.7304
176,CA-2016-111010,24-07-2024,PG-18895,East,OFF-FA-10003472,Office Supplies,Bagged Rubber Bands,7.56,6,0,0.3024
177,US-2017-145366,25-07-2024,CA-12310,East,OFF-ST-10004180,Office Supplies,Safco Commercial Shelving,37.208,1,0.2,-7.4416
178,US-2017-145366,26-07-2024,CA-12310,East,OFF-EN-10004386,Office Supplies,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3,0.2,21.591
179,CA-2017-163979,27-07-2024,KH-16690,West,OFF-ST-10003208,Office Supplies,Adjustable Depth Letter/Legal Cart,725.84,4,0,210.4936
180,CA-2015-155334,28-07-2024,HA-14920,West,TEC-AC-10003628,Technology,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93,7,0,92.3692
181,CA-2015-155334,29-07-2024,HA-14920,West,FUR-FU-10003274,Furniture,Regeneration Desk Collection,5.28,3,0,2.3232
182,CA-2015-155334,30-07-2024,HA-14920,West,OFF-BI-10002557,Office Supplies,Presstex Flexible Ring Binders,10.92,3,0.2,4.095
183,CA-2017-118136,31-07-2024,BB-10990,West,OFF-PA-10002615,Office Supplies,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,0,4.0572
184,CA-2017-118136,01-08-2024,BB-10990,West,OFF-AR-10001427,Office Supplies,Newell 330,5.98,1,0,1.5548
185,CA-2017-132976,02-08-2024,AG-10495,East,OFF-PA-10000673,Office Supplies,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",11.648,2,0.2,4.0768
186,CA-2017-132976,03-08-2024,AG-10495,East,OFF-PA-10004470,Office Supplies,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.176,4,0.2,5.9072
187,CA-2017-132976,04-08-2024,AG-10495,East,OFF-ST-10000876,Office Supplies,Eldon Simplefile Box Office,59.712,6,0.2,5.9712
188,CA-2017-132976,05-08-2024,AG-10495,East,OFF-LA-10002043,Office Supplies,Avery 489,24.84,3,0.2,8.694
189,US-2015-161991,06-08-2024,SC-20725,Central,OFF-BI-10004967,Office Supplies,Round Ring Binders,2.08,5,0.8,-3.432
190,US-2015-161991,07-08-2024,SC-20725,Central,TEC-PH-10001760,Technology,Bose SoundLink Bluetooth Speaker,1114.4,7,0.2,376.11
191,CA-2015-130890,08-08-2024,JO-15280,West,FUR-TA-10002903,Furniture,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,0.2,51.942
192,CA-2015-130883,09-08-2024,TB-21520,West,OFF-PA-10000474,Office Supplies,Easy-staple paper,141.76,5,0.2,47.844
193,CA-2015-130883,10-08-2024,TB-21520,West,TEC-AC-10001956,Technology,Microsoft Arc Touch Mouse,239.8,5,0.2,47.96
194,CA-2015-130883,11-08-2024,TB-21520,West,OFF-PA-10004100,Office Supplies,Xerox 216,31.104,6,0.2,10.8864
195,CA-2016-112697,12-08-2024,AH-10195,South,OFF-BI-10000778,Office Supplies,GBC VeloBinder Electric Binding Machine,254.058,7,0.7,-169.372
196,CA-2016-112697,13-08-2024,AH-10195,South,OFF-AP-10002684,Office Supplies,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528,2,0.2,24.316
197,CA-2016-112697,14-08-2024,AH-10195,South,OFF-SU-10000646,Office Supplies,Premier Automatic Letter Opener,961.48,5,0.2,-204.3145
198,CA-2016-110772,15-08-2024,NZ-18565,East,OFF-FA-10002983,Office Supplies,Advantus SlideClip Paper Clips,19.096,7,0.2,6.6836
199,CA-2016-110772,16-08-2024,NZ-18565,East,OFF-LA-10004689,Office Supplies,Avery 512,18.496,8,0.2,6.2424
200,CA-2016-110772,17-08-2024,NZ-18565,East,TEC-AC-10002001,Technology,Logitech Wireless Gaming Headset G930,255.984,2,0.2,54.3966
201,CA-2016-110772,18-08-2024,NZ-18565,East,FUR-BO-10004709,Furniture,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.7032
202,CA-2014-111451,19-08-2024,KL-16555,West,FUR-FU-10004091,Furniture,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,0.2,78.8592
203,CA-2014-111451,20-08-2024,KL-16555,West,FUR-CH-10001891,Furniture,Global Deluxe Office Fabric Chairs,230.352,3,0.2,20.1558
204,CA-2014-111451,21-08-2024,KL-16555,West,FUR-FU-10002918,Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,3,0.2,-24.5646
205,CA-2014-111451,22-08-2024,KL-16555,West,OFF-BI-10004593,Office Supplies,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,-62.88
206,CA-2014-111451,23-08-2024,KL-16555,West,OFF-FA-10004854,Office Supplies,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552,3,0.2,9.2988
,,,,,,,,,,,
,,,,,,,,,,,
